Date,Time,Address,Players,Max Players,Version
27-12-2020,22:58:54,51.79.37.206:2303,99,99,2.00.146773
27-12-2020,23:03:55,51.79.37.206:2303,99,99,2.00.146773
27-12-2020,23:08:56,51.79.37.206:2303,93,99,2.00.146773
27-12-2020,23:13:57,51.79.37.206:2303,87,99,2.00.146773
27-12-2020,23:18:58,51.79.37.206:2303,91,99,2.00.146773
27-12-2020,23:29:21,51.79.37.206:2303,92,99,2.00.146773
27-12-2020,23:39:44,51.79.37.206:2303,98,99,2.00.146773
27-12-2020,23:44:45,51.79.37.206:2303,93,99,2.00.146773
27-12-2020,23:49:46,51.79.37.206:2303,93,99,2.00.146773
27-12-2020,23:54:47,51.79.37.206:2303,89,99,2.00.146773
27-12-2020,23:59:48,51.79.37.206:2303,90,99,2.00.146773
28-12-2020,00:04:49,51.79.37.206:2303,90,99,2.00.146773
28-12-2020,00:09:51,51.79.37.206:2303,72,99,2.00.146773
28-12-2020,00:14:53,51.79.37.206:2303,73,99,2.00.146773
28-12-2020,00:19:55,51.79.37.206:2303,76,99,2.00.146773
28-12-2020,00:24:56,51.79.37.206:2303,83,99,2.00.146773
28-12-2020,00:29:58,51.79.37.206:2303,86,99,2.00.146773
28-12-2020,00:34:58,51.79.37.206:2303,87,99,2.00.146773
28-12-2020,00:39:59,51.79.37.206:2303,87,99,2.00.146773
28-12-2020,00:45:01,51.79.37.206:2303,89,99,2.00.146773
28-12-2020,00:50:02,51.79.37.206:2303,92,99,2.00.146773
28-12-2020,00:55:03,51.79.37.206:2303,98,99,2.00.146773
28-12-2020,01:00:04,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,01:05:05,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,01:10:06,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,01:15:07,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,01:20:08,51.79.37.206:2303,92,99,2.00.146773
28-12-2020,01:25:09,51.79.37.206:2303,93,99,2.00.146773
28-12-2020,01:30:10,51.79.37.206:2303,93,99,2.00.146773
28-12-2020,01:35:11,51.79.37.206:2303,96,99,2.00.146773
28-12-2020,01:40:12,51.79.37.206:2303,97,99,2.00.146773
28-12-2020,01:45:13,51.79.37.206:2303,93,99,2.00.146773
28-12-2020,01:50:13,51.79.37.206:2303,93,99,2.00.146773
28-12-2020,01:55:15,51.79.37.206:2303,98,99,2.00.146773
28-12-2020,02:00:16,51.79.37.206:2303,98,99,2.00.146773
28-12-2020,02:05:18,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,02:10:20,51.79.37.206:2303,85,99,2.00.146773
28-12-2020,02:15:21,51.79.37.206:2303,87,99,2.00.146773
28-12-2020,02:20:22,51.79.37.206:2303,93,99,2.00.146773
28-12-2020,02:25:24,51.79.37.206:2303,94,99,2.00.146773
28-12-2020,02:30:24,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,02:35:26,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,02:40:27,51.79.37.206:2303,97,99,2.00.146773
28-12-2020,02:45:28,51.79.37.206:2303,98,99,2.00.146773
28-12-2020,02:50:29,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,02:55:30,51.79.37.206:2303,96,99,2.00.146773
28-12-2020,03:00:31,51.79.37.206:2303,98,99,2.00.146773
28-12-2020,03:05:32,51.79.37.206:2303,88,99,2.00.146773
28-12-2020,03:10:34,51.79.37.206:2303,89,99,2.00.146773
28-12-2020,03:15:35,51.79.37.206:2303,90,99,2.00.146773
28-12-2020,03:20:37,51.79.37.206:2303,85,99,2.00.146773
28-12-2020,03:25:39,51.79.37.206:2303,94,99,2.00.146773
28-12-2020,03:30:40,51.79.37.206:2303,86,99,2.00.146773
28-12-2020,03:35:41,51.79.37.206:2303,89,99,2.00.146773
28-12-2020,03:40:42,51.79.37.206:2303,95,99,2.00.146773
28-12-2020,03:45:43,51.79.37.206:2303,93,99,2.00.146773
28-12-2020,03:50:43,51.79.37.206:2303,97,99,2.00.146773
28-12-2020,03:55:45,51.79.37.206:2303,98,99,2.00.146773
28-12-2020,04:00:46,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,04:05:47,51.79.37.206:2303,97,99,2.00.146773
28-12-2020,04:10:47,51.79.37.206:2303,77,99,2.00.146773
28-12-2020,04:15:49,51.79.37.206:2303,79,99,2.00.146773
28-12-2020,04:20:50,51.79.37.206:2303,78,99,2.00.146773
28-12-2020,04:25:51,51.79.37.206:2303,76,99,2.00.146773
28-12-2020,04:30:52,51.79.37.206:2303,76,99,2.00.146773
28-12-2020,04:35:53,51.79.37.206:2303,77,99,2.00.146773
28-12-2020,04:40:54,51.79.37.206:2303,77,99,2.00.146773
28-12-2020,04:45:55,51.79.37.206:2303,76,99,2.00.146773
28-12-2020,04:50:56,51.79.37.206:2303,85,99,2.00.146773
28-12-2020,04:55:57,51.79.37.206:2303,86,99,2.00.146773
28-12-2020,05:00:58,51.79.37.206:2303,87,99,2.00.146773
28-12-2020,05:05:59,51.79.37.206:2303,69,99,2.00.146773
28-12-2020,05:10:59,51.79.37.206:2303,69,99,2.00.146773
28-12-2020,05:16:01,51.79.37.206:2303,71,99,2.00.146773
28-12-2020,05:21:02,51.79.37.206:2303,70,99,2.00.146773
28-12-2020,05:26:03,51.79.37.206:2303,71,99,2.00.146773
28-12-2020,05:31:04,51.79.37.206:2303,69,99,2.00.146773
28-12-2020,05:36:05,51.79.37.206:2303,69,99,2.00.146773
28-12-2020,05:41:06,51.79.37.206:2303,69,99,2.00.146773
28-12-2020,05:46:07,51.79.37.206:2303,64,99,2.00.146773
28-12-2020,05:51:08,51.79.37.206:2303,67,99,2.00.146773
28-12-2020,05:56:08,51.79.37.206:2303,66,99,2.00.146773
28-12-2020,06:01:10,51.79.37.206:2303,68,99,2.00.146773
28-12-2020,06:06:11,51.79.37.206:2303,71,99,2.00.146773
28-12-2020,06:11:11,51.79.37.206:2303,75,99,2.00.146773
28-12-2020,06:16:13,51.79.37.206:2303,74,99,2.00.146773
28-12-2020,06:21:14,51.79.37.206:2303,74,99,2.00.146773
28-12-2020,06:26:15,51.79.37.206:2303,70,99,2.00.146773
28-12-2020,06:31:15,51.79.37.206:2303,72,99,2.00.146773
28-12-2020,06:36:17,51.79.37.206:2303,77,99,2.00.146773
28-12-2020,06:41:18,51.79.37.206:2303,61,99,2.00.146773
28-12-2020,06:46:19,51.79.37.206:2303,62,99,2.00.146773
28-12-2020,06:51:19,51.79.37.206:2303,64,99,2.00.146773
28-12-2020,06:56:21,51.79.37.206:2303,65,99,2.00.146773
28-12-2020,07:01:22,51.79.37.206:2303,68,99,2.00.146773
28-12-2020,07:06:23,51.79.37.206:2303,68,99,2.00.146773
28-12-2020,07:11:23,51.79.37.206:2303,73,99,2.00.146773
28-12-2020,07:16:24,51.79.37.206:2303,72,99,2.00.146773
28-12-2020,07:21:26,51.79.37.206:2303,73,99,2.00.146773
28-12-2020,07:26:27,51.79.37.206:2303,77,99,2.00.146773
28-12-2020,07:31:28,51.79.37.206:2303,77,99,2.00.146773
28-12-2020,07:36:29,51.79.37.206:2303,76,99,2.00.146773
28-12-2020,07:41:30,51.79.37.206:2303,78,99,2.00.146773
28-12-2020,07:46:31,51.79.37.206:2303,75,99,2.00.146773
28-12-2020,07:51:32,51.79.37.206:2303,75,99,2.00.146773
28-12-2020,07:56:32,51.79.37.206:2303,76,99,2.00.146773
28-12-2020,08:01:34,51.79.37.206:2303,79,99,2.00.146773
28-12-2020,08:06:35,51.79.37.206:2303,77,99,2.00.146773
28-12-2020,08:11:36,51.79.37.206:2303,63,99,2.00.146773
28-12-2020,08:16:37,51.79.37.206:2303,62,99,2.00.146773
28-12-2020,08:21:38,51.79.37.206:2303,59,99,2.00.146773
28-12-2020,08:26:39,51.79.37.206:2303,53,99,2.00.146773
28-12-2020,08:31:40,51.79.37.206:2303,49,99,2.00.146773
28-12-2020,08:36:40,51.79.37.206:2303,51,99,2.00.146773
28-12-2020,08:41:44,51.79.37.206:2303,53,99,2.00.146773
28-12-2020,08:46:45,51.79.37.206:2303,55,99,2.00.146773
28-12-2020,08:51:47,51.79.37.206:2303,55,99,2.00.146773
28-12-2020,08:56:48,51.79.37.206:2303,54,99,2.00.146773
28-12-2020,09:01:49,51.79.37.206:2303,55,99,2.00.146773
28-12-2020,09:06:50,51.79.37.206:2303,56,99,2.00.146773
28-12-2020,09:11:51,51.79.37.206:2303,53,99,2.00.146773
28-12-2020,09:16:52,51.79.37.206:2303,56,99,2.00.146773
28-12-2020,09:21:54,51.79.37.206:2303,57,99,2.00.146773
28-12-2020,09:26:55,51.79.37.206:2303,57,99,2.00.146773
28-12-2020,09:31:56,51.79.37.206:2303,58,99,2.00.146773
28-12-2020,09:36:57,51.79.37.206:2303,53,99,2.00.146773
28-12-2020,09:41:57,51.79.37.206:2303,38,99,2.00.146773
28-12-2020,09:46:59,51.79.37.206:2303,36,99,2.00.146773
28-12-2020,09:51:59,51.79.37.206:2303,35,99,2.00.146773
28-12-2020,09:57:01,51.79.37.206:2303,35,99,2.00.146773
28-12-2020,10:02:02,51.79.37.206:2303,35,99,2.00.146773
28-12-2020,10:07:03,51.79.37.206:2303,39,99,2.00.146773
28-12-2020,10:12:04,51.79.37.206:2303,39,99,2.00.146773
28-12-2020,10:17:05,51.79.37.206:2303,38,99,2.00.146773
28-12-2020,10:22:06,51.79.37.206:2303,39,99,2.00.146773
28-12-2020,10:27:07,51.79.37.206:2303,41,99,2.00.146773
28-12-2020,10:32:08,51.79.37.206:2303,42,99,2.00.146773
28-12-2020,10:37:11,51.79.37.206:2303,41,99,2.00.146773
28-12-2020,10:42:11,51.79.37.206:2303,41,99,2.00.146773
28-12-2020,10:47:13,51.79.37.206:2303,34,99,2.00.146773
28-12-2020,10:52:14,51.79.37.206:2303,34,99,2.00.146773
28-12-2020,10:57:15,51.79.37.206:2303,32,99,2.00.146773
28-12-2020,11:02:15,51.79.37.206:2303,38,99,2.00.146773
28-12-2020,11:07:16,51.79.37.206:2303,38,99,2.00.146773
28-12-2020,11:12:18,51.79.37.206:2303,39,99,2.00.146773
28-12-2020,11:17:19,51.79.37.206:2303,40,99,2.00.146773
28-12-2020,11:22:20,51.79.37.206:2303,38,99,2.00.146773
28-12-2020,11:27:21,51.79.37.206:2303,41,99,2.00.146773
28-12-2020,11:32:22,51.79.37.206:2303,42,99,2.00.146773
28-12-2020,11:37:23,51.79.37.206:2303,39,99,2.00.146773
28-12-2020,11:42:24,51.79.37.206:2303,40,99,2.00.146773
28-12-2020,11:47:25,51.79.37.206:2303,44,99,2.00.146773
28-12-2020,11:52:26,51.79.37.206:2303,42,99,2.00.146773
28-12-2020,11:57:27,51.79.37.206:2303,42,99,2.00.146773
28-12-2020,12:02:28,51.79.37.206:2303,42,99,2.00.146773
28-12-2020,12:07:29,51.79.37.206:2303,35,99,2.00.146773
28-12-2020,12:12:30,51.79.37.206:2303,35,99,2.00.146773
28-12-2020,12:17:31,51.79.37.206:2303,37,99,2.00.146773
28-12-2020,12:22:32,51.79.37.206:2303,34,99,2.00.146773
28-12-2020,12:27:33,51.79.37.206:2303,35,99,2.00.146773
28-12-2020,12:32:34,51.79.37.206:2303,38,99,2.00.146773
28-12-2020,12:37:35,51.79.37.206:2303,40,99,2.00.146773
28-12-2020,12:42:36,51.79.37.206:2303,43,99,2.00.146773
28-12-2020,12:47:37,51.79.37.206:2303,43,99,2.00.146773
28-12-2020,12:52:37,51.79.37.206:2303,49,99,2.00.146773
28-12-2020,12:57:39,51.79.37.206:2303,50,99,2.00.146773
28-12-2020,13:02:40,51.79.37.206:2303,53,99,2.00.146773
28-12-2020,13:07:41,51.79.37.206:2303,48,99,2.00.146773
28-12-2020,13:12:42,51.79.37.206:2303,38,99,2.00.146773
28-12-2020,13:17:43,51.79.37.206:2303,38,99,2.00.146773
28-12-2020,13:22:44,51.79.37.206:2303,40,99,2.00.146773
28-12-2020,13:27:45,51.79.37.206:2303,42,99,2.00.146773
28-12-2020,13:32:45,51.79.37.206:2303,41,99,2.00.146773
28-12-2020,13:37:47,51.79.37.206:2303,41,99,2.00.146773
28-12-2020,13:42:48,51.79.37.206:2303,46,99,2.00.146773
28-12-2020,13:47:48,51.79.37.206:2303,49,99,2.00.146773
28-12-2020,13:52:50,51.79.37.206:2303,47,99,2.00.146773
28-12-2020,13:57:51,51.79.37.206:2303,48,99,2.00.146773
28-12-2020,14:02:52,51.79.37.206:2303,53,99,2.00.146773
28-12-2020,14:07:52,51.79.37.206:2303,55,99,2.00.146773
28-12-2020,14:12:53,51.79.37.206:2303,56,99,2.00.146773
28-12-2020,14:17:54,51.79.37.206:2303,60,99,2.00.146773
28-12-2020,14:22:55,51.79.37.206:2303,62,99,2.00.146773
28-12-2020,14:27:56,51.79.37.206:2303,64,99,2.00.146773
28-12-2020,14:32:58,51.79.37.206:2303,60,99,2.00.146773
28-12-2020,14:37:59,51.79.37.206:2303,65,99,2.00.146773
28-12-2020,14:42:59,51.79.37.206:2303,68,99,2.00.146773
28-12-2020,14:48:01,51.79.37.206:2303,74,99,2.00.146773
28-12-2020,14:53:01,51.79.37.206:2303,72,99,2.00.146773
28-12-2020,14:58:03,51.79.37.206:2303,73,99,2.00.146773
28-12-2020,15:03:04,51.79.37.206:2303,78,99,2.00.146773
28-12-2020,15:08:05,51.79.37.206:2303,80,99,2.00.146773
28-12-2020,15:13:06,51.79.37.206:2303,79,99,2.00.146773
28-12-2020,15:18:06,51.79.37.206:2303,79,99,2.00.146773
28-12-2020,15:23:08,51.79.37.206:2303,83,99,2.00.146773
28-12-2020,15:28:09,51.79.37.206:2303,84,99,2.00.146773
28-12-2020,15:33:10,51.79.37.206:2303,73,99,2.00.146773
28-12-2020,15:38:11,51.79.37.206:2303,77,99,2.00.146773
28-12-2020,15:43:12,51.79.37.206:2303,75,99,2.00.146773
28-12-2020,15:48:13,51.79.37.206:2303,78,99,2.00.146773
28-12-2020,15:53:15,51.79.37.206:2303,79,99,2.00.146773
28-12-2020,15:58:15,51.79.37.206:2303,81,99,2.00.146773
28-12-2020,16:03:17,51.79.37.206:2303,80,99,2.00.146773
28-12-2020,16:08:19,51.79.37.206:2303,83,99,2.00.146773
28-12-2020,16:13:20,51.79.37.206:2303,82,99,2.00.146773
28-12-2020,16:18:21,51.79.37.206:2303,77,99,2.00.146773
28-12-2020,16:23:22,51.79.37.206:2303,79,99,2.00.146773
28-12-2020,16:28:22,51.79.37.206:2303,82,99,2.00.146773
28-12-2020,16:38:24,51.79.37.206:2303,49,99,2.00.146773
28-12-2020,16:43:25,51.79.37.206:2303,55,99,2.00.146773
28-12-2020,16:48:26,51.79.37.206:2303,61,99,2.00.146773
28-12-2020,16:53:27,51.79.37.206:2303,62,99,2.00.146773
28-12-2020,16:58:29,51.79.37.206:2303,63,99,2.00.146773
28-12-2020,17:03:30,51.79.37.206:2303,71,99,2.00.146773
28-12-2020,17:08:31,51.79.37.206:2303,70,99,2.00.146773
28-12-2020,17:13:32,51.79.37.206:2303,74,99,2.00.146773
28-12-2020,17:18:33,51.79.37.206:2303,76,99,2.00.146773
28-12-2020,17:23:34,51.79.37.206:2303,82,99,2.00.146773
28-12-2020,17:28:35,51.79.37.206:2303,87,99,2.00.146773
28-12-2020,17:33:36,51.79.37.206:2303,74,99,2.00.146773
28-12-2020,17:38:37,51.79.37.206:2303,73,99,2.00.146773
28-12-2020,17:43:38,51.79.37.206:2303,73,99,2.00.146773
28-12-2020,17:48:39,51.79.37.206:2303,74,99,2.00.146773
28-12-2020,17:53:40,51.79.37.206:2303,78,99,2.00.146773
28-12-2020,17:58:42,51.79.37.206:2303,79,99,2.00.146773
28-12-2020,18:03:48,51.79.37.206:2303,82,99,2.00.146773
28-12-2020,18:08:49,51.79.37.206:2303,83,99,2.00.146773
28-12-2020,18:13:50,51.79.37.206:2303,88,99,2.00.146773
28-12-2020,18:18:50,51.79.37.206:2303,90,99,2.00.146773
28-12-2020,18:23:52,51.79.37.206:2303,87,99,2.00.146773
28-12-2020,18:28:52,51.79.37.206:2303,84,99,2.00.146773
28-12-2020,18:33:54,51.79.37.206:2303,83,99,2.00.146773
28-12-2020,18:38:54,51.79.37.206:2303,87,99,2.00.146773
28-12-2020,18:43:55,51.79.37.206:2303,88,99,2.00.146773
28-12-2020,18:48:56,51.79.37.206:2303,87,99,2.00.146773
28-12-2020,18:53:57,51.79.37.206:2303,87,99,2.00.146773
28-12-2020,18:58:58,51.79.37.206:2303,94,99,2.00.146773
28-12-2020,19:03:59,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,19:09:00,51.79.37.206:2303,98,99,2.00.146773
28-12-2020,19:14:01,51.79.37.206:2303,79,99,2.00.146773
28-12-2020,19:19:02,51.79.37.206:2303,81,99,2.00.146773
28-12-2020,19:24:03,51.79.37.206:2303,82,99,2.00.146773
28-12-2020,19:29:04,51.79.37.206:2303,85,99,2.00.146773
28-12-2020,19:34:05,51.79.37.206:2303,84,99,2.00.146773
28-12-2020,19:39:07,51.79.37.206:2303,84,99,2.00.146773
28-12-2020,19:44:07,51.79.37.206:2303,89,99,2.00.146773
28-12-2020,19:49:09,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,19:54:09,51.79.37.206:2303,94,99,2.00.146773
28-12-2020,19:59:10,51.79.37.206:2303,91,99,2.00.146773
28-12-2020,20:04:11,51.79.37.206:2303,94,99,2.00.146773
28-12-2020,20:09:13,51.79.37.206:2303,98,99,2.00.146773
28-12-2020,20:14:13,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,20:19:14,51.79.37.206:2303,77,99,2.00.146773
28-12-2020,20:24:15,51.79.37.206:2303,83,99,2.00.146773
28-12-2020,20:29:17,51.79.37.206:2303,82,99,2.00.146773
28-12-2020,20:34:17,51.79.37.206:2303,90,99,2.00.146773
28-12-2020,20:39:19,51.79.37.206:2303,93,99,2.00.146773
28-12-2020,20:44:19,51.79.37.206:2303,95,99,2.00.146773
28-12-2020,20:49:21,51.79.37.206:2303,92,99,2.00.146773
28-12-2020,20:54:21,51.79.37.206:2303,93,99,2.00.146773
28-12-2020,20:59:22,51.79.37.206:2303,90,99,2.00.146773
28-12-2020,21:04:24,51.79.37.206:2303,91,99,2.00.146773
28-12-2020,21:09:25,51.79.37.206:2303,94,99,2.00.146773
28-12-2020,21:14:25,51.79.37.206:2303,95,99,2.00.146773
28-12-2020,21:19:26,51.79.37.206:2303,97,99,2.00.146773
28-12-2020,21:24:28,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,21:29:29,51.79.37.206:2303,97,99,2.00.146773
28-12-2020,21:34:29,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,21:39:31,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,21:44:32,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,21:49:32,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,21:54:34,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,21:59:35,51.79.37.206:2303,89,99,2.00.146773
28-12-2020,22:04:36,51.79.37.206:2303,89,99,2.00.146773
28-12-2020,22:09:37,51.79.37.206:2303,89,99,2.00.146773
28-12-2020,22:14:38,51.79.37.206:2303,89,99,2.00.146773
28-12-2020,22:19:39,51.79.37.206:2303,89,99,2.00.146773
28-12-2020,22:24:41,51.79.37.206:2303,93,99,2.00.146773
28-12-2020,22:29:41,51.79.37.206:2303,96,99,2.00.146773
28-12-2020,22:34:42,51.79.37.206:2303,98,99,2.00.146773
28-12-2020,22:39:44,51.79.37.206:2303,96,99,2.00.146773
28-12-2020,22:44:45,51.79.37.206:2303,98,99,2.00.146773
28-12-2020,22:49:46,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,22:54:47,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,22:59:47,51.79.37.206:2303,97,99,2.00.146773
28-12-2020,23:04:48,51.79.37.206:2303,99,99,2.00.146773
28-12-2020,23:09:49,51.79.37.206:2303,85,99,2.00.146773
28-12-2020,23:14:50,51.79.37.206:2303,85,99,2.00.146773
28-12-2020,23:19:51,51.79.37.206:2303,88,99,2.00.146773
28-12-2020,23:24:52,51.79.37.206:2303,90,99,2.00.146773
28-12-2020,23:29:54,51.79.37.206:2303,90,99,2.00.146773
28-12-2020,23:34:54,51.79.37.206:2303,87,99,2.00.146773
28-12-2020,23:39:56,51.79.37.206:2303,94,99,2.00.146773
28-12-2020,23:44:56,51.79.37.206:2303,93,99,2.00.146773
28-12-2020,23:49:58,51.79.37.206:2303,97,99,2.00.146773
28-12-2020,23:54:59,51.79.37.206:2303,97,99,2.00.146773
28-12-2020,23:59:59,51.79.37.206:2303,94,99,2.00.146773
29-12-2020,00:05:01,51.79.37.206:2303,79,99,2.00.146773
29-12-2020,00:10:02,51.79.37.206:2303,82,99,2.00.146773
29-12-2020,00:15:03,51.79.37.206:2303,81,99,2.00.146773
29-12-2020,00:20:04,51.79.37.206:2303,86,99,2.00.146773
29-12-2020,00:25:06,51.79.37.206:2303,86,99,2.00.146773
29-12-2020,00:30:08,51.79.37.206:2303,89,99,2.00.146773
29-12-2020,00:35:09,51.79.37.206:2303,93,99,2.00.146773
29-12-2020,00:40:10,51.79.37.206:2303,94,99,2.00.146773
29-12-2020,00:45:11,51.79.37.206:2303,97,99,2.00.146773
29-12-2020,00:50:12,51.79.37.206:2303,97,99,2.00.146773
29-12-2020,00:55:14,51.79.37.206:2303,99,99,2.00.146773
29-12-2020,01:00:15,51.79.37.206:2303,85,99,2.00.146773
29-12-2020,01:05:16,51.79.37.206:2303,86,99,2.00.146773
29-12-2020,01:10:17,51.79.37.206:2303,89,99,2.00.146773
29-12-2020,01:15:18,51.79.37.206:2303,90,99,2.00.146773
29-12-2020,01:20:19,51.79.37.206:2303,97,99,2.00.146773
29-12-2020,01:25:20,51.79.37.206:2303,99,99,2.00.146773
29-12-2020,01:30:21,51.79.37.206:2303,99,99,2.00.146773
29-12-2020,01:35:22,51.79.37.206:2303,99,99,2.00.146773
29-12-2020,01:40:23,51.79.37.206:2303,99,99,2.00.146773
29-12-2020,01:45:23,51.79.37.206:2303,99,99,2.00.146773
29-12-2020,01:50:25,51.79.37.206:2303,99,99,2.00.146773
29-12-2020,01:55:26,51.79.37.206:2303,97,99,2.00.146773
29-12-2020,02:00:27,51.79.37.206:2303,89,99,2.00.146773
29-12-2020,02:05:28,51.79.37.206:2303,88,99,2.00.146773
29-12-2020,02:10:28,51.79.37.206:2303,89,99,2.00.146773
29-12-2020,02:15:30,51.79.37.206:2303,96,99,2.00.146773
29-12-2020,02:20:31,51.79.37.206:2303,96,99,2.00.146773
29-12-2020,02:25:32,51.79.37.206:2303,96,99,2.00.146773
29-12-2020,02:30:33,51.79.37.206:2303,91,99,2.00.146773
29-12-2020,02:35:34,51.79.37.206:2303,91,99,2.00.146773
29-12-2020,02:40:36,51.79.37.206:2303,90,99,2.00.146773
29-12-2020,02:45:37,51.79.37.206:2303,95,99,2.00.146773
29-12-2020,02:50:38,51.79.37.206:2303,95,99,2.00.146773
29-12-2020,02:55:39,51.79.37.206:2303,78,99,2.00.146773
29-12-2020,03:00:40,51.79.37.206:2303,77,99,2.00.146773
29-12-2020,03:05:41,51.79.37.206:2303,79,99,2.00.146773
29-12-2020,03:10:42,51.79.37.206:2303,86,99,2.00.146773
29-12-2020,03:15:43,51.79.37.206:2303,84,99,2.00.146773
29-12-2020,03:20:44,51.79.37.206:2303,85,99,2.00.146773
29-12-2020,03:25:45,51.79.37.206:2303,87,99,2.00.146773
29-12-2020,03:30:46,51.79.37.206:2303,85,99,2.00.146773
29-12-2020,03:35:47,51.79.37.206:2303,87,99,2.00.146773
29-12-2020,03:40:48,51.79.37.206:2303,93,99,2.00.146773
29-12-2020,03:45:49,51.79.37.206:2303,93,99,2.00.146773
29-12-2020,03:50:50,51.79.37.206:2303,94,99,2.00.146773
29-12-2020,03:55:51,51.79.37.206:2303,92,99,2.00.146773
29-12-2020,04:00:52,51.79.37.206:2303,94,99,2.00.146773
29-12-2020,04:05:52,51.79.37.206:2303,72,99,2.00.146773
29-12-2020,04:10:53,51.79.37.206:2303,71,99,2.00.146773
29-12-2020,04:15:54,51.79.37.206:2303,76,99,2.00.146773
29-12-2020,04:20:55,51.79.37.206:2303,73,99,2.00.146773
29-12-2020,04:25:56,51.79.37.206:2303,72,99,2.00.146773
29-12-2020,04:30:57,51.79.37.206:2303,72,99,2.00.146773
29-12-2020,04:35:59,51.79.37.206:2303,69,99,2.00.146773
29-12-2020,04:40:59,51.79.37.206:2303,70,99,2.00.146773
29-12-2020,04:46:01,51.79.37.206:2303,76,99,2.00.146773
29-12-2020,04:51:02,51.79.37.206:2303,76,99,2.00.146773
29-12-2020,04:56:02,51.79.37.206:2303,73,99,2.00.146773
29-12-2020,05:01:04,51.79.37.206:2303,56,99,2.00.146773
29-12-2020,05:06:05,51.79.37.206:2303,60,99,2.00.146773
29-12-2020,05:11:06,51.79.37.206:2303,67,99,2.00.146773
29-12-2020,05:16:07,51.79.37.206:2303,65,99,2.00.146773
29-12-2020,05:21:07,51.79.37.206:2303,67,99,2.00.146773
29-12-2020,05:26:09,51.79.37.206:2303,67,99,2.00.146773
29-12-2020,05:31:10,51.79.37.206:2303,64,99,2.00.146773
29-12-2020,05:36:11,51.79.37.206:2303,64,99,2.00.146773
29-12-2020,05:41:12,51.79.37.206:2303,68,99,2.00.146773
